SiteFunctionalLocation,LicenceArea,SiteName,SiteType,SiteVoltage,ESQCROverallRisk,GridRef,SiteAssetCount,PowerTransformerCount,ElectricalAssetCount,CivilAssetCount,Street,Suburb,TownCity,County,PostCode,YearCommissioned,DateCommissioned,SiteClassification,AssessmentDate,Last_Report,CalculatedResistance,MeasuredResistance.Ohm.,Next_AssessmentDate,Easting,Northing,transratingwinter,transratingsummer,reversepower,maxdemandsummer,maxdemandwinter,Spatial Coordinates,local_authority,local_authority_code,what3words
SPN-S000000008529,South Eastern Power Networks (SPN),WATERSIDE 33/11 KV,Primary Substation,33,Medium,TQ7579856111,38,2,38,0,FAIRMEADOW,,MAIDSTONE,Kent,ME14 1JU,NA,1966-04-01,COLD,2016-06-10,ESL1520015-R01,1.49Ω 0.00Deg,0.06,2036-11-26,575798,156111,"40, 40","30, 30",100%,14,19.5,"51.2770215741313, 0.51908567940078",Maidstone,E07000110,reveal.event.combining
SPN-S000000008530,South Eastern Power Networks (SPN),HAMPDEN PARK 33/11KV,Primary Substation,33,Medium,TQ6127502358,84,2,84,0,NEAR 2 ASHINGTON ROAD,,EASTBOURNE,East Sussex,BN22 9EG,NA,1960-04-01,COLD,2012-09-24,P-12-2038-01,NA,0.03,2040-11-22,561275,102358,"23, 23","17, 17",13.81MVA,11.5,15.9,"50.7983473761425, 0.287142238121887",Eastbourne,E07000061,first.chew.object
SPN-S000000008542,South Eastern Power Networks (SPN),SOUTHWATER 33/11KV,Primary Substation,33,High,TQ1642625680,36,2,36,0,OFF CRIPPLEGATE LANE,,SOUTHWATER,West Sussex,RH13 9JL,NA,1948-04-01,HOT,2008-07-30,P-08-396,NA,0.12,2025-11-26,516426,125680,"24, 24","18, 18",100%,5.2,7,"51.0187181200991, -0.341498805744159",Horsham,E07000227,fairy.housework.freely
SPN-S000000008545,South Eastern Power Networks (SPN),PORTSLADE 33KV,Primary Substation,33,Medium,TQ2555304923,125,3,125,0,ADJ TEXACO WHARF OFF WELLINGTON ROAD,,SHOREHAM-BY-SEA,East Sussex,BN41 1DT,NA,1970-04-01,COLD,2016-05-09,ESL1520003-R01,0.11Ω 0.00Deg,0.01,2031-11-26,525553,104923,"23, 23, 23","17, 17, 17",<100%,12.1,15.1,"50.8302359245692, -0.21858125148152",Adur,E07000223,harder.stones.down
SPN-S000000008546,South Eastern Power Networks (SPN),STEYNING 33KV,Primary Substation,33,High,TQ1873011764,71,2,71,0,KINGS BARN LANE,,STEYNING,West Sussex,BN44 3YR,NA,1952-04-01,HOT,2010-07-15,P-10-696-56,NA,0.12,2031-11-26,518730,111764,"15, 15","11, 11",5MVA,4.8,4.8,"50.8931649578315, -0.313200842296704",Horsham,E07000227,interviewer.treatable.fiery
SPN-S000000008585,South Eastern Power Networks (SPN),GROVEHURST LOCAL 33/11KV,Primary Substation,33,Medium,TQ9179266597,87,2,87,0,REAR OF  POWER HOUSE,,KEMSLEY,Kent,ME10 2GT,NA,1981-04-01,HOT,2017-05-31,ESL1991023-R01,0.15Ω 0.00Deg,0.09,2029-11-26,591792,166597,"24, 24","18, 18",100%,13.6,15.2,"51.3660454355275, 0.7537622694201",Swale,E07000113,deed.burn.calms
SPN-S000000008587,South Eastern Power Networks (SPN),EASTCHURCH PRISON 33/6.6KV,Primary Substation,33,Very High,TQ9850870416,81,2,81,0,CHURCH ROAD,EASTCHURCH,SHEPPEY,Kent,ME12 4DH,NA,1957-04-01,COLD,2010-09-17,P-10-696-89,0.08Ω 0.00Deg,,2030-11-26,598508,170416,"8, 8","8, 8",100%,4.7,6.1,"51.3980363179939, 0.852246033262782",Swale,E07000113,admires.fund.shampoos
SPN-S000000008601,South Eastern Power Networks (SPN),THE DROVEWAY,Primary Substation,33,High,TQ2866906480,94,2,94,0,THE DROVEWAY,,HOVE,East Sussex,BN3 7AU,NA,2008-04-01,COLD,2016-05-18,ESL1520007-R01,2.12Ω 0.00Deg,0.11,2031-11-26,528669,106480,"40, 40","30, 30",100%,13.8,20.6,"50.8435465287264, -0.173813212740947",Brighton and Hove,E06000043,hobby.glow.beats
SPN-S000000008616,South Eastern Power Networks (SPN),MANSTON 33/11KV,Primary Substation,33,Medium,TR3438166926,77,2,77,0,MANSTON COURT ROAD,,MARGATE,Kent,CT12 5AU,NA,2005-04-01,COLD,2013-03-06,P-13-2380-01,0.22Ω 0.00Deg,,2032-11-26,634381,166926,"40, 40","30, 30",100%,5,4.4,"51.353037578375, 1.36475273803397",Thanet,E07000114,quits.cools.ordeals
SPN-S000000008621,South Eastern Power Networks (SPN),GUILDFORD 'B' 11KV,Primary Substation,33,Medium,SU9928950562,114,2,114,0,WOODBRIDGE ROAD,,GUILDFORD,Surrey,GU1 1HR,NA,1955-04-01,COLD,2019-03-12,ELP01351-R01,1.68Ω 0.00Deg,0.08,2025-11-26,499289,150562,"40, 40","30, 30",<100%,17.7,18.5,"51.2456005284074, -0.578884115575562",Guildford,E07000209,dollar.export.unfair
SPN-S000000008643,South Eastern Power Networks (SPN),MEREWORTH 33/11KV,Primary Substation,33,High,TQ6552553349,83,2,83,0,SEVEN MILE LANE,,MEREWORTH,Kent,ME18 5JG,NA,1948-04-01,COLD,2021-06-01,ELP05286007-R01,1.97Ω 0.00Deg,0.1,2037-11-26,565525,153349,"24, 24","18, 18",100%,11.1,14.1,"51.2552822215533, 0.370660523179922",Tonbridge and Malling,E07000115,loads.runner.race
SPN-S000000008647,South Eastern Power Networks (SPN),DARTFORD 11KV (LEB),Primary Substation,132,Medium,TQ5384074678,14,0,14,0,WESTGATE ROAD,,DARTFORD,Kent,DA1 2BN,NA,1950-04-01,HOT,2014-08-20,ESL0111-006,0.15Ω 0.00Deg,,2026-11-26,553840,174678,NA,NA,NA,NA,NA,"51.450193275121, 0.212562592134033",Dartford,E07000107,editor.each.post
SPN-S000000008652,South Eastern Power Networks (SPN),SELHURST 33/6.6 KV,Primary Substation,33,High,TQ3322767705,95,2,95,0,SELHURST ROAD,,SELHURST,Surrey,SE25 6LR,NA,1974-04-01,HOT,2013-04-12,P-13-2455-01,0.46Ω 0.00Deg,,2026-11-26,533227,167705,"23, 23","17, 17",17.55MVA,7.5,11.8,"51.3927508603204, -0.0865118877757053",Croydon,E09000008,leader.loaf.tree
SPN-S000000008657,South Eastern Power Networks (SPN),SOUTHGATE 33KV,Primary Substation,33,Medium,TQ2596835503,155,3,155,0,PATTERDALE CLOSE,SOUTHGATE,CRAWLEY,West Sussex,RH11 8SD,NA,1935-04-01,COLD,2009-02-06,P-08-481,NA,0.03,2025-11-26,525968,135503,"24, 23, 23","18, 17, 17","4MVA, 100%",16.1,28,"51.1049953072768, -0.202111196018126",Crawley,E07000226,loads.pirate.brave
SPN-S000000008660,South Eastern Power Networks (SPN),FOLKESTONE EAST,Primary Substation,33,Medium,TR2314436751,103,2,103,0,ADJ NO58 EASTFIELDS,,FOLKESTONE,Kent,CT19 5NQ,NA,1921-04-01,HOT,2013-04-12,P-13-2451-01,0.23Ω 0.00Deg,,2028-11-26,623144,136751,"24, 24","18, 18",6.5MVA,11.2,14.9,"51.0866497080577, 1.18487877277459",Folkestone and Hythe,E07000112,swift.unstated.ramble
SPN-S000000009101,South Eastern Power Networks (SPN),ADDINGTON GRID 33 KV,Grid Substation,33,High,TQ3675262420,144,0,144,0,FOREST DALE,,ADDINGTON,Surrey,CR0 9HY,NA,1967-04-01,HOT,2022-01-25,ELP07262001-R01,1.71Ω 0.00Deg,0.11,2038-11-26,536752,162420,"78, 78, 39","60, 60, 30",100%,45.9,67,"51.344419978733, -0.0379097605295595",Croydon,E09000008,kings.holly.shout
SPN-S000000009102,South Eastern Power Networks (SPN),ASHFORD GRID 33 KV,Grid Substation,33,High,TR0048642257,134,0,134,0,VICTORIA ROAD,,ASHFORD,Kent,TN23 7HQ,NA,1933-04-01,COLD,2010-05-27,P-10-696-38,NA,0.11,2028-11-26,600486,142257,"117, 59, 59","90, 45, 45",100%,49.5,75.8,"51.1444592014105, 0.864862245695532",Ashford,E07000105,venues.term.deals
SPN-S000000009104,South Eastern Power Networks (SPN),BETTESHANGER GRID 33KV,Grid Substation,33,High,TR3349052959,102,0,102,0,CIRCULAR ROAD,,BETTESHANGER,Kent,CT14 0LT,NA,1954-04-01,COLD,2010-06-02,06-05-10,NA,0.1,2032-11-26,633490,152959,"78, 78","60, 60",100%,29.2,38.8,"51.228030280392, 1.342854533808",Dover,E07000108,cobras.island.golden
SPN-S000000009113,South Eastern Power Networks (SPN),CROYDON GRID 33KV,Grid Substation,33,Low,TQ3148665906,82,0,82,0,FACTORY LANE,,CROYDON,Surrey,CR0 3RL,NA,1936-04-01,HOT,2022-04-13,ELP07262009-R01,1.22Ω 0.00Deg,0.09,2038-11-26,531486,165906,"117, 117","90, 90",100%,44.9,59.3,"51.3769894270233, -0.112186085977346",Croydon,E09000008,waddled.elaborate.snaps
SPN-S000000009114,South Eastern Power Networks (SPN),STEYNING GRID 33KV,Grid Substation,33,Low,TQ1835211747,58,0,58,0,OFF STEYNING BY PASS,,STEYNING,West Sussex,BN44 3YR,NA,1973-04-01,HOT,2010-07-15,P-10-696-57,NA,0.09,2031-11-26,518352,111747,"59, 59","45, 45",100%,20,23.9,"50.8930896574267, -0.318578483626814",Horsham,E07000227,insurance.boat.consoled
SPN-S000000009117,South Eastern Power Networks (SPN),DORMANSLAND GRID,Grid Substation,33,Low,TQ4145140808,92,0,92,0,HOLLOW LANE,,DORMANSLAND,Surrey,RH7 6PB,NA,1933-04-01,HOT,2023-05-18,ELP09358005,1.04Ω 0.00Deg,0.21,2039-11-26,541451,140808,"117, 117","90, 90",100%,37.2,56,"51.1490605485237, 0.0209814479073033",Tandridge,E07000215,lamps.part.flute
SPN-S000000009122,South Eastern Power Networks (SPN),HARTLEY GRID 33KV,Grid Substation,33,High,TQ7562535660,70,0,70,0,IDEN GREEN,,HARTLEY,Kent,TN17 2QJ,NA,1935-04-01,HOT,2017-02-23,ESL1918-R01,NA,0.55,2027-11-26,575625,135660,"78, 78","60, 60",100%,36.8,56,"51.0933573232757, 0.506617889066594",Tunbridge Wells,E07000116,coaching.hammer.handrail
SPN-S000000009128,South Eastern Power Networks (SPN),LEATHERHEAD GRID,Grid Substation,33,Medium,TQ1633757239,167,0,167,0,KINGSTON ROAD,,LEATHERHEAD,Surrey,KT22 7NT,NA,1934-04-01,COLD,2019-07-26,ELP02013011-R01,0.29Ω 0.00Deg,0.05,2035-11-26,516337,157239,"78, 78, 78, 39","60, 60, 60, 30",100%,68.3,100.8,"51.3023947541955, -0.332571519257144",Mole Valley,E07000210,bowls.kite.heavy
SPN-S000000009132,South Eastern Power Networks (SPN),MAIDSTONE 132/33KV,Grid Substation,33,Low,TQ7681555895,119,0,119,0,LENFIELD AVENUE,,MAIDSTONE,Kent,ME14 5DU,NA,1904-04-01,COLD,2020-10-03,ELP03608018-R01,0.37Ω 0.00Deg,0.06,2036-11-26,576815,155895,"117, 117","90, 90",100%,47.2,64.8,"51.2747667972431, 0.533544689283763",Maidstone,E07000110,truth.tree.ears
SPN-S000000009133,South Eastern Power Networks (SPN),MEDWAY GRID 33KV,Grid Substation,33,High,TQ7145064337,121,0,121,0,SCHOOL LANE,,WOULDHAM,Kent,ME1 3TS,NA,1932-04-01,HOT,2016-07-27,ESL1520014-R01,0.33Ω 0.00Deg,0.09,2029-11-26,571450,164337,"78, 59, 59, 59, 59","60, 45, 45, 45, 45","100%,  <100%",74,100.6,"51.3522434830097, 0.460761442907522",Tonbridge and Malling,E07000115,oasis.manual.clear
SPN-S000000009134,South Eastern Power Networks (SPN),MOULSECOOMB GRID,Grid Substation,33,High,TQ3249506961,47,0,47,0,QUEENSDOWN SCHOOL ROAD,MOULSECOOMB,BRIGHTON,East Sussex,BN1 7LA,NA,1953-04-01,HOT,2015-10-26,ESL0952009-R01 RC,4.00Ω 0.00Deg,0.13,2031-11-26,532495,106961,117,90,100%,15.2,20.1,"50.8470068924864, -0.11932744212032",Brighton and Hove,E06000043,mixed.wheels.plots
SPN-S000000009135,South Eastern Power Networks (SPN),NEWHAVEN GRID,Grid Substation,33,Medium,TQ4506401745,84,0,84,0,NEW ROAD/ THE DROVE,,NEWHAVEN,East Sussex,BN9 0EH,NA,1964-04-01,COLD,2023-09-07,ELP09358013-R01,0.20Ω 0.00Deg,0.05,2039-11-26,545064,101745,"78, 78","60, 60",100%,23.2,33.7,"50.7971198898407, 0.0570316185724884",Lewes,E07000063,lights.syndicate.alarming
SPN-S000000009136,South Eastern Power Networks (SPN),NINFIELD GRID 33KV,Grid Substation,33,Medium,TQ7246911988,61,0,61,0,POTMANS LANE,,NINFIELD,East Sussex,TN33 9BJ,NA,1936-04-01,HOT,2023-12-08,ELP02059-R01,0.07Ω 0.00Deg,,2040-11-22,572469,111988,"117, 59, 59","90, 45, 45",100%,48.2,76.7,"50.8816454089355, 0.450365711314911",Rother,E07000064,hush.wager.shady
SPN-S000000009137,South Eastern Power Networks (SPN),NORTHFLEET EAST GRID,Grid Substation,33,Low,TQ6214472441,170,0,170,0,PEPPERHILL LANE,NORTHFLEET,GRAVESEND,Kent,DA11 8HX,NA,1934-04-01,HOT,2017-08-15,ESL1520011-R02,0.32Ω 0.00Deg,0.06,2036-11-26,562144,172441,"117, 117, 117","90, 90, 90",100%,91.8,123.7,"51.4277809482857, 0.330940448884314",Gravesham,E07000109,pounds.gifted.wool
SPN-S000000009139,South Eastern Power Networks (SPN),PEMBURY GRID,Grid Substation,132,Low,TQ6392143547,83,0,83,0,OFF MAIDSTONE ROAD,,PEMBURY,Kent,TN2 4AJ,NA,1950-04-01,HOT,2021-05-24,ELP05286009-R01,1.21Ω 0.00Deg,0.18,2037-11-26,563921,143547,"120, 120","90, 90",100%,29.2,42.7,"51.1676804304408, 0.343219570277919",Tunbridge Wells,E07000116,amended.importers.matrons
SPN-S000000009141,South Eastern Power Networks (SPN),PURLEY GRID,Grid Substation,33,Medium,TQ3152761772,74,0,74,0,WHYTECLIFFE ROAD,,PURLEY,Surrey,CR8 2AR,NA,1961-04-01,HOT,2015-10-21,ESL0952012-R01 RC,1.90Ω 0.00Deg,0.16,2026-11-26,531527,161772,"117, 117","90, 90",100%,55,82.4,"51.3398285114765, -0.113124616562949",Croydon,E09000008,cape.ballots.yard
SPN-S000000009144,South Eastern Power Networks (SPN),SITTINGBOURNE GRID,Grid Substation,33,Medium,TQ8788564052,88,0,88,0,SITTINGBOURNE GRID CHESTNUT STREET,,BORDEN,Kent,ME9 8BY,NA,1950-04-01,HOT,2018-12-10,ELP01140-R01,0.45Ω 0.00Deg,0.14,2030-11-26,587885,164052,"90, 90, 60","90, 90, 60","100%,  <100%",66.6,92.2,"51.3444918557894, 0.696361463998735",Swale,E07000113,suspect.autumn.floating
SPN-S000000009145,South Eastern Power Networks (SPN),SMALLFIELD GRID,Grid Substation,33,Medium,TQ3065343656,118,0,118,0,HATHERSHAM LANE,,SMALLFIELD,Surrey,RH6 9LJ,NA,1945-04-01,HOT,2019-09-20,ELP02013021-R01,0.23Ω 0.00Deg,0.09,2035-11-26,530653,143656,"78, 59, 59","60, 45, 45",100%,36.2,41.1,"51.1772206726174, -0.132275290346761",Tandridge,E07000215,cups.fakes.churn
SPN-S000000009151,South Eastern Power Networks (SPN),TUNBRIDGE WELLS GRID 33KV,Grid Substation,33,Low,TQ5917340949,143,0,143,0,ADJ 56 ADDISON RD,,TUNBRIDGE WELLS,Kent,TN2 3GG,NA,1934-04-01,COLD,2021-06-03,ELP05286012-R01,0.44Ω 0.00Deg,0.07,2037-11-26,559173,140949,"78, 39, 39","60, 30, 30",100%,23.6,34.4,"51.1456775946748, 0.274217744452503",Tunbridge Wells,E07000116,neon.crew.gender
SPN-S000000009155,South Eastern Power Networks (SPN),WORTHING GRID B 33KV,Grid Substation,33,Medium,TQ1600403783,100,0,100,0,DOMINION ROAD,,WORTHING,West Sussex,BN11 2BY,NA,1936-04-01,HOT,2016-05-11,ESL1520006-R01,0.59Ω 0.00Deg,0.17,2031-11-26,516004,103783,"117, 117","90, 90",100%,37.9,54,"50.8219792223071, -0.354470171903108",Worthing,E07000229,length.calculating.dime
SPN-S000000009162,South Eastern Power Networks (SPN),SELLINDGE GRID LOCAL,Grid Substation,33,Low,TR0854938273,74,0,74,0,SELLINDGE CONVERTOR STATION,SELLINDGE,ASHFORD,Kent,TN25 6AF,NA,1933-04-01,HOT,2021-08-13,ELP05286015-R01,0.06Ω 0.00Deg,0.05,2037-11-26,608549,138273,"120, 59","90, 45",100%,18.5,24.4,"51.1058051440244, 0.977668049884105",Ashford,E07000105,gave.diverting.fast
SPN-S000000009182,South Eastern Power Networks (SPN),GODDARDS GREEN GRID,Grid Substation,33,Low,TQ2944620027,85,0,85,0,OFF GATEHOUSE LANE,,HURSTPIERPOINT,West Sussex,BN6 9LD,NA,1938-04-01,HOT,2021-01-20,ELP05138-R01,0.15Ω 0.00Deg,0.06,2025-11-26,529446,120027,"117, 117","90, 90",100%,58.9,79.3,"50.9651303812003, -0.157983923345585",Mid Sussex,E07000228,solved.swan.legs
SPN-S000000009309,South Eastern Power Networks (SPN),BYFLEET GRID 132/11 KV,Grid Substation,11,Medium,TQ0409161123,85,0,85,0,WOODLAND AVENUE,,BYFLEET,Surrey,KT14 6NE,NA,1955-04-01,COLD,2018-03-20,ELP0062005-R01,1.02Ω 0.00Deg,0.06,2034-11-26,504091,161123,"39, 39","30, 30",100%,16.7,21.4,"51.3396754394767, -0.50703539580967",Woking,E07000217,activism.season.volume
SPN-S000000009324,South Eastern Power Networks (SPN),HORSHAM GRID 132/11 KV,Grid Substation,11,Medium,TQ1769430625,144,0,144,0,VICTORIA STREET,,HORSHAM,West Sussex,RH12 1BZ,NA,1948-04-01,HOT,2015-03-05,P-10-696-54,0.26Ω 0.00Deg,0.09,2025-11-26,517694,130625,"39, 39, 39","30, 30, 30",100%,29.4,41,"51.0629074689347, -0.321824140409602",Horsham,E07000227,lined.first.idea
SPN-S000000009353,South Eastern Power Networks (SPN),WEST WEYBRIDGE 132/11KV,Grid Substation,11,Medium,TQ0535562144,117,0,117,0,NEW HAW,,WEST WEYBRIDGE,Surrey,KT15 3AS,NA,1951-04-01,HOT,2018-07-25,ELP0062019-R01,0.12Ω 0.00Deg,0.06,2034-11-26,505355,162144,"39, 39, 39","30, 30, 30",100%,24.5,32.7,"51.3486201840969, -0.488594053389472",Runnymede,E07000212,orbit.still.stones
SPN-S000000009390,South Eastern Power Networks (SPN),WOKING SENTRUM 11KV,Primary Substation,11,Medium,SU9859159165,34,0,34,0,SENTRUM IV KESTRAL WAY,GOLDWORTH TRADING ESTATE,WOKING,Surrey,GU21 3BA,NA,2009-04-01,COLD,2018-07-24,ELP0062017-R01,0.41Ω 0.00Deg,0.08,2034-11-26,498591,159165,NA,NA,NA,NA,NA,"51.3230543758638, -0.586509221993075",Woking,E07000217,improving.ballots.coats
SPN-S000000009525,South Eastern Power Networks (SPN),KINGSNORTH GRID 11KV,Grid Substation,11,Low,TQ8054372389,88,0,88,0,OFF ESHCOL ROAD,,HOO,Kent,ME3 9NQ,NA,1936-04-01,HOT,2020-08-28,ELP03608014-R01,0.18Ω 50.37Deg,0.04,2036-11-26,580543,172389,"39, 39","30, 30",100%,8.6,9.6,"51.4217560529495, 0.595294062843482",Medway,E06000035,outs.mistaking.weedy
SPN-S000000009532,South Eastern Power Networks (SPN),MAIDSTONE GRID NORTH,Grid Substation,11,Low,TQ7681555895,114,0,114,0,LENFIELD AVENUE,,MAIDSTONE,Kent,ME14 5YA,NA,1948-04-01,COLD,2020-10-03,ELP03608018-R01,0.37Ω 0.00Deg,0.06,2036-11-26,576815,155895,NA,NA,NA,15.2,13.4,"51.2747667972431, 0.533544689283763",Maidstone,E07000110,truth.tree.ears
SPN-S000000009904,South Eastern Power Networks (SPN),BETTESHANGER GRID 132 KV,Grid Substation,132,Very High,TR3345352911,215,2,215,0,OFF CIRCULAR ROAD,,BETTESHANGER,Kent,CT14 0LT,NA,1959-04-01,COLD,2010-06-02,P-10-696-16,NA,0.1,2032-11-26,633453,152911,NA,NA,NA,NA,NA,"51.2276145273678, 1.34229431319902",Dover,E07000108,impulse.redeeming.built
SPN-S000000009905,South Eastern Power Networks (SPN),BOLNEY GRID 132 KV,Grid Substation,132,High,TQ2400021012,216,2,216,0,TWINEHAM,,HENFIELD,West Sussex,BN5 9AZ,NA,1956-04-01,COLD,2012-02-01,TGN(E) 152 I6,0.02Ω 31.00Deg,,2025-11-26,524000,121012,NA,NA,NA,NA,NA,"50.975180415783, -0.235162529579716",Mid Sussex,E07000228,lakeside.fence.fever
SPN-S000000009909,South Eastern Power Networks (SPN),BYFLEET GRID 132 KV,Grid Substation,132,Medium,TQ0407461134,224,4,224,0,STATION ROAD,,WEST BYFLEET,Surrey,KT14 6NE,NA,1939-04-01,COLD,2018-03-20,ELP0062005-R01,1.02Ω 0.00Deg,0.06,2034-11-26,504074,161134,NA,NA,NA,NA,NA,"51.339777423762, -0.507276150617821",Woking,E07000217,waddle.intend.medium
SPN-S000000009912,South Eastern Power Networks (SPN),CHESSINGTON GRID 132 KV,Grid Substation,132,Very High,TQ1688761838,436,3,436,0,FAIR OAK LANE,,CHESSINGTON,Surrey,KT9 2NG,NA,1960-04-01,HOT,2019-10-07,ELP02013010-R01,0.04Ω 0.00Deg,0.05,2035-11-26,516887,161838,NA,NA,NA,NA,NA,"51.3436174903084, -0.32317881814788",Kingston upon Thames,E09000021,joined.saying.chill
SPN-S000000009913,South Eastern Power Networks (SPN),CROYDON GRID 132 KV,Grid Substation,132,High,TQ3142365866,151,2,151,0,FACTORY LANE,WADDON,CROYDON,Surrey,CR0 3RL,NA,1963-04-01,HOT,2022-04-13,ELP07262009-R01,1.22Ω 0.00Deg,0.09,2038-11-26,531423,165866,NA,NA,NA,NA,NA,"51.3766445297836, -0.113105529504196",Croydon,E09000008,robe.miles.shape
SPN-S000000009914,South Eastern Power Networks (SPN),STEYNING GRID 132 KV,Grid Substation,132,High,TQ1835211747,274,2,274,0,STEYNING BYPASS A283,,STEYNING,West Sussex,BN44 3YR,NA,1951-04-01,HOT,2010-07-15,P-10-696-57,NA,0.09,2031-11-26,518352,111747,NA,NA,NA,NA,NA,"50.8930896574267, -0.318578483626814",Horsham,E07000227,insurance.boat.consoled
SPN-S000000009915,South Eastern Power Networks (SPN),CROYDON B 132 KV,Grid Substation,132,High,TQ3078166110,68,1,68,0,CROYDON B 132 KV OFF BEDDINGTON FARM LA,,CROYDON,Surrey,CR0 4WT,NA,1937-04-01,HOT,2022-04-14,ELP07262010-R01,1.35Ω 0.00Deg,0.09,2038-11-26,530781,166110,NA,NA,NA,NA,NA,"51.3789854272838, -0.122234702461546",Croydon,E09000008,racks.chop.senior
SPN-S000000009920,South Eastern Power Networks (SPN),FOLKESTONE GRID 132 KV,Grid Substation,132,Very High,TR2067836411,228,4,228,0,SHORNECLIFF ROAD,,FOLKESTONE,Kent,CT20 3PH,NA,1947-04-01,COLD,2011-08-16,P-11-1232,0.17Ω 0.00Deg,,2028-11-26,620678,136411,NA,NA,NA,NA,NA,"51.0845502439374, 1.14951672380527",Folkestone and Hythe,E07000112,obviously.munched.verve
SPN-S000000009922,South Eastern Power Networks (SPN),HARTLEY GRID 132 KV,Grid Substation,132,High,TQ7569135642,152,2,152,0,GLASSENBERRY ROAD,,CRANBROOK,Kent,TN17 2QJ,NA,1957-04-01,HOT,2017-02-23,ESL1918-R01,NA,0.55,2027-11-26,575691,135642,NA,NA,NA,NA,NA,"51.0931754213312, 0.507550679453225",Tunbridge Wells,E07000116,influencing.realm.diplomas
SPN-S000000009929,South Eastern Power Networks (SPN),LEIGH GRID 132 KV,Grid Substation,132,High,TQ2460146257,252,4,252,0,LEIGH GRID 132KV IRONS BOTTOM ROAD,SIDLOW BRIDGE,REIGATE,Surrey,RH2 8PT,NA,1955-04-01,HOT,2019-05-30,ELP02013018-R01,0.25Ω 0.00Deg,0.11,2035-11-26,524601,146257,NA,NA,NA,NA,NA,"51.2019470325601, -0.217906963060772",Reigate and Banstead,E07000211,noting.ends.loves
SPN-S000000009930,South Eastern Power Networks (SPN),LEWES GRID 132 KV,Grid Substation,132,High,TQ4368011711,231,2,231,0,RINGMER ROAD,,LEWES,East Sussex,BN8 5UX,NA,1955-04-01,HOT,2021-10-27,ELP03210-R01,0.16Ω 0.00Deg,0.07,2039-11-26,543680,111711,NA,NA,NA,NA,NA,"50.887026626275, 0.0413117260834207",Lewes,E07000063,podcast.afraid.estimates
SPN-S000000009934,South Eastern Power Networks (SPN),MOULSECOOMB GRID 132 KV,Grid Substation,132,High,TQ3249507030,72,1,72,0,MOULSCOOMB,,BRIGHTON,East Sussex,BN1 7LA,NA,1968-04-01,HOT,2015-10-26,ESL0952009-R01 RC,4.00Ω 0.00Deg,0.13,2031-11-26,532495,107030,NA,NA,NA,NA,NA,"50.8476270386514, -0.119302503109273",Brighton and Hove,E06000043,loving.leaned.trunk
SPN-S000000009943,South Eastern Power Networks (SPN),RUCKINGE GRID 132 KV,Grid Substation,132,High,TR0148733140,292,2,292,0,RUCKINGE,,ASHFORD,Kent,TN26 2NT,NA,1938-04-01,HOT,2017-04-12,ESL1991005-R01,0.28Ω 0.00Deg,0.21,2028-11-26,601487,133140,NA,NA,NA,NA,NA,"51.0622306629776, 0.87406832834178",Ashford,E07000105,options.signal.catchers
SPN-S000000009949,South Eastern Power Networks (SPN),THANET GRID 132KV,Grid Substation,132,Very High,TR3602168711,246,4,246,0,RAMSGATE ROAD,,MARGATE,Kent,CT9 4JA,NA,1956-04-01,COLD,2019-02-20,ELP02038-R01,0.42Ω 0.00Deg,0.09,2032-11-26,636021,168711,NA,NA,NA,NA,NA,"51.3683813742032, 1.38944566850995",Thanet,E07000114,worry.park.fend
SPN-S000000009950,South Eastern Power Networks (SPN),THREE BRIDGES MAIN 132KV,Grid Substation,132,High,TQ2867436645,387,0,387,0,THREE BRIDGES,,CRAWLEY,West Sussex,RH10 1TN,NA,1953-04-01,COLD,2014-11-12,ESL0527-R01,0.23Ω 13.00Deg,0.11,2025-11-26,528674,136645,NA,NA,NA,NA,NA,"51.1146585230648, -0.163074128408929",Crawley,E07000226,send.teams.dairy
SPN-S000000009954,South Eastern Power Networks (SPN),WORTHING GRID 132 KV,Grid Substation,132,High,TQ1607703824,212,3,212,0,DOMINION ROAD,,WORTHING,West Sussex,BN11 2QE,NA,1963-04-01,HOT,2016-05-11,ESL1520006-R01,0.59Ω 0.00Deg,0.17,2031-11-26,516077,103824,NA,NA,NA,NA,NA,"50.8223331480426, -0.353421291783481",Worthing,E07000229,sheep.broke.fish
SPN-S000000009955,South Eastern Power Networks (SPN),TUNBRIDGE WELLS TOWN 132 KV,Grid Substation,132,High,TQ5889040190,121,2,121,0,STANLEY ROAD,,TUNBRIDGE WELLS,Kent,TN1 2EZ,NA,1957-04-01,COLD,2021-08-20,ELP05286017-R01,1.95Ω 0.00Deg,0.07,2037-11-26,558890,140190,NA,NA,NA,NA,NA,"51.1389365731327, 0.269840677185328",Tunbridge Wells,E07000116,places.jumped.patio
SPN-S000000009958,South Eastern Power Networks (SPN),GODDARDS GREEN GRID 132 KV,Grid Substation,132,High,TQ2947120059,121,2,121,0,GATEHOUSE LANE,GODDARDS GREEN,BURGESS HILL,West Sussex,BN6 9LD,NA,1959-04-01,HOT,2021-01-20,ELP05138-R01,0.15Ω 0.00Deg,0.06,2025-11-26,529471,120059,NA,NA,NA,NA,NA,"50.9654123729441, -0.157616726998344",Mid Sussex,E07000228,waters.moon.actors
